ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
110,308,12,4,0,180,10,80,20,800,400,20,12,30
122,312,12,4,0,180,10,80,20,800,400,20,12,30
134,316,12,4,0,180,10,80,20,800,400,20,12,30
146,320,12,4,0,180,10,80,20,800,400,20,12,30
158,324,12,4,0,180,10,80,20,800,400,20,12,30
170,328,12,4,0,180,10,80,20,800,400,20,12,30
182,332,12,4,0,180,10,80,20,800,400,20,12,30
194,336,12,4,0,180,10,80,20,800,400,20,12,30
206,340,12,4,0,180,10,80,20,800,400,20,12,30
218,344,12,4,0,180,10,80,20,800,400,20,12,30
230,348,12,4,0,180,10,80,20,800,400,20,12,30
242,352,12,4,0,180,10,80,20,800,400,20,12,30
254,356,12,4,0,180,10,80,20,800,400,20,12,30
266,360,12,4,0,180,10,80,20,800,400,20,12,30
278,364,12,4,0,180,10,80,20,800,400,20,12,30
290,368,12,4,0,180,10,80,20,800,400,20,12,30
302,364,12,-4,0,180,10,80,20,800,400,20,12,30
314,360,12,-4,0,180,10,80,20,800,400,20,12,30
326,356,12,-4,0,180,10,80,20,800,400,20,12,30
338,352,12,-4,0,180,10,80,20,800,400,20,12,30
350,348,12,-4,0,180,10,80,20,800,400,20,12,30
362,344,12,-4,0,180,10,80,20,800,400,20,12,30
374,340,12,-4,0,180,10,80,20,800,400,20,12,30
386,336,12,-4,0,180,10,80,20,800,400,20,12,30
398,332,12,-4,1,180,10,80,20,800,400,20,12,30
410,328,12,-4,0,200,10,80,20,800,400,20,12,30
422,324,12,-4,0,200,10,80,20,800,400,20,12,30
434,320,12,-4,0,200,10,80,20,800,400,20,12,30
446,316,12,-4,0,200,10,80,20,800,400,20,12,30
458,312,12,-4,0,200,10,80,20,800,400,20,12,30
470,308,12,-4,0,200,10,80,20,800,400,20,12,30
482,304,12,-4,0,200,10,80,20,800,400,20,12,30
494,300,12,-4,0,200,10,80,20,800,400,20,12,30
506,296,12,-4,0,200,10,80,20,800,400,20,12,30
518,292,12,-4,0,200,10,80,20,800,400,20,12,30
530,288,12,-4,1,200,10,80,20,800,400,20,12,30
542,284,12,-4,0,220,10,80,20,800,400,20,12,30
554,280,12,-4,0,220,10,80,20,800,400,20,12,30
566,276,12,-4,0,220,10,80,20,800,400,20,12,30
578,272,12,-4,0,220,10,80,20,800,400,20,12,30
590,268,12,-4,0,220,10,80,20,800,400,20,12,30
602,264,12,-4,0,220,10,80,20,800,400,20,12,30
614,260,12,-4,0,220,10,80,20,800,400,20,12,30
626,256,12,-4,0,220,10,80,20,800,400,20,12,30
638,252,12,-4,0,220,10,80,20,800,400,20,12,30
650,248,12,-4,0,220,10,80,20,800,400,20,12,30
662,244,12,-4,0,220,10,80,20,800,400,20,12,30
674,240,12,-4,0,220,10,80,20,800,400,20,12,30
686,236,12,-4,0,220,10,80,20,800,400,20,12,30
698,232,12,-4,0,220,10,80,20,800,400,20,12,30
710,228,12,-4,0,220,10,80,20,800,400,20,12,30
722,224,12,-4,0,220,10,80,20,800,400,20,12,30
734,220,12,-4,0,220,10,80,20,800,400,20,12,30
746,216,12,-4,0,220,10,80,20,800,400,20,12,30
758,212,12,-4,0,220,10,80,20,800,400,20,12,30
770,208,12,-4,0,220,10,80,20,800,400,20,12,30
758,204,-12,-4,0,220,10,80,20,800,400,20,12,30
746,200,-12,-4,0,220,10,80,20,800,400,20,12,30
734,196,-12,-4,0,220,10,80,20,800,400,20,12,30
722,192,-12,-4,0,220,10,80,20,800,400,20,12,30
710,188,-12,-4,0,220,10,80,20,800,400,20,12,30
698,184,-12,-4,0,220,10,80,20,800,400,20,12,30
686,180,-12,-4,0,220,10,80,20,800,400,20,12,30
674,176,-12,-4,0,220,10,80,20,800,400,20,12,30
662,172,-12,-4,0,220,10,80,20,800,400,20,12,30
650,168,-12,-4,0,220,10,80,20,800,400,20,12,30
638,164,-12,-4,0,220,10,80,20,800,400,20,12,30
626,160,-12,-4,0,220,10,80,20,800,400,20,12,30
614,156,-12,-4,0,220,10,80,20,800,400,20,12,30
602,152,-12,-4,0,220,10,80,20,800,400,20,12,30
590,148,-12,-4,0,220,10,80,20,800,400,20,12,30
578,144,-12,-4,0,220,10,80,20,800,400,20,12,30
566,140,-12,-4,0,220,10,80,20,800,400,20,12,30
554,136,-12,-4,0,220,10,80,20,800,400,20,12,30
542,132,-12,-4,-1,220,10,80,20,800,400,20,12,30
530,128,-12,-4,0,200,10,80,20,800,400,20,12,30
518,124,-12,-4,0,200,10,80,20,800,400,20,12,30
506,120,-12,-4,0,200,10,80,20,800,400,20,12,30
494,116,-12,-4,0,200,10,80,20,800,400,20,12,30
482,112,-12,-4,0,200,10,80,20,800,400,20,12,30
470,108,-12,-4,-1,200,10,80,20,800,400,20,12,30
458,104,-12,-4,0,180,10,80,20,800,400,20,12,30
446,100,-12,-4,0,180,10,80,20,800,400,20,12,30
434,96,-12,-4,0,180,10,80,20,800,400,20,12,30
422,92,-12,-4,0,180,10,80,20,800,400,20,12,30
410,88,-12,-4,-1,180,10,80,20,800,400,20,12,30
398,84,-12,-4,0,160,10,80,20,800,400,20,12,30
386,80,-12,-4,0,160,10,80,20,800,400,20,12,30
374,76,-12,-4,0,160,10,80,20,800,400,20,12,30
362,72,-12,-4,0,160,10,80,20,800,400,20,12,30
350,68,-12,-4,-1,160,10,80,20,800,400,20,12,30
338,64,-12,-4,0,140,10,80,20,800,400,20,12,30
326,60,-12,-4,0,140,10,80,20,800,400,20,12,30
314,56,-12,-4,0,140,10,80,20,800,400,20,12,30
302,52,-12,-4,0,140,10,80,20,800,400,20,12,30
290,48,-12,-4,0,140,10,80,20,800,400,20,12,30
278,44,-12,-4,0,140,10,80,20,800,400,20,12,30
266,40,-12,-4,0,140,10,80,20,800,400,20,12,30
254,36,-12,-4,0,140,10,80,20,800,400,20,12,30
242,32,-12,-4,0,140,10,80,20,800,400,20,12,30
230,36,-12,4,0,140,10,80,20,800,400,20,12,30
218,40,-12,4,0,140,10,80,20,800,400,20,12,30
206,44,-12,4,0,140,10,80,20,800,400,20,12,30
194,48,-12,4,0,140,10,80,20,800,400,20,12,30
182,52,-12,4,0,140,10,80,20,800,400,20,12,30
170,56,-12,4,0,140,10,80,20,800,400,20,12,30
158,60,-12,4,0,140,10,80,20,800,400,20,12,30
146,64,-12,4,0,140,10,80,20,800,400,20,12,30
134,68,-12,4,0,140,10,80,20,800,400,20,12,30
122,72,-12,4,0,140,10,80,20,800,400,20,12,30
110,76,-12,4,0,140,10,80,20,800,400,20,12,30
98,80,-12,4,0,140,10,80,20,800,400,20,12,30
86,84,-12,4,0,140,10,80,20,800,400,20,12,30
74,88,-12,4,0,140,10,80,20,800,400,20,12,30
62,92,-12,4,0,140,10,80,20,800,400,20,12,30
50,96,-12,4,0,140,10,80,20,800,400,20,12,30
38,100,-12,4,0,140,10,80,20,800,400,20,12,30
50,104,12,4,0,140,10,80,20,800,400,20,12,30
62,108,12,4,0,140,10,80,20,800,400,20,12,30
74,112,12,4,0,140,10,80,20,800,400,20,12,30
86,116,12,4,0,140,10,80,20,800,400,20,12,30
98,120,12,4,0,140,10,80,20,800,400,20,12,30
110,124,12,4,0,140,10,80,20,800,400,20,12,30
122,128,12,4,0,140,10,80,20,800,400,20,12,30
134,132,12,4,0,140,10,80,20,800,400,20,12,30
146,136,12,4,0,140,10,80,20,800,400,20,12,30
158,140,12,4,0,140,10,80,20,800,400,20,12,30
170,144,12,4,0,140,10,80,20,800,400,20,12,30
182,148,12,4,0,140,10,80,20,800,400,20,12,30
194,152,12,4,0,140,10,80,20,800,400,20,12,30
206,156,12,4,1,140,10,80,20,800,400,20,12,30
218,160,12,4,0,160,10,80,20,800,400,20,12,30
230,164,12,4,0,160,10,80,20,800,400,20,12,30
242,168,12,4,0,160,10,80,20,800,400,20,12,30
254,172,12,4,0,160,10,80,20,800,400,20,12,30
266,176,12,4,0,160,10,80,20,800,400,20,12,30
278,180,12,4,0,160,10,80,20,800,400,20,12,30
290,184,12,4,1,160,10,80,20,800,400,20,12,30
302,188,12,4,0,180,10,80,20,800,400,20,12,30
314,192,12,4,0,180,10,80,20,800,400,20,12,30
326,196,12,4,0,180,10,80,20,800,400,20,12,30
338,200,12,4,0,180,10,80,20,800,400,20,12,30
350,204,12,4,1,180,10,80,20,800,400,20,12,30
362,208,12,4,0,200,10,80,20,800,400,20,12,30
374,212,12,4,0,200,10,80,20,800,400,20,12,30
386,216,12,4,0,200,10,80,20,800,400,20,12,30
398,220,12,4,1,200,10,80,20,800,400,20,12,30
410,224,12,4,0,220,10,80,20,800,400,20,12,30
422,228,12,4,0,220,10,80,20,800,400,20,12,30
434,232,12,4,0,220,10,80,20,800,400,20,12,30
446,236,12,4,1,220,10,80,20,800,400,20,12,30
458,240,12,4,0,240,10,80,20,800,400,20,12,30
470,244,12,4,0,240,10,80,20,800,400,20,12,30
482,248,12,4,0,240,10,80,20,800,400,20,12,30
494,252,12,4,1,240,10,80,20,800,400,20,12,30
506,256,12,4,0,260,10,80,20,800,400,20,12,30
518,260,12,4,0,260,10,80,20,800,400,20,12,30
530,264,12,4,0,260,10,80,20,800,400,20,12,30
542,268,12,4,1,260,10,80,20,800,400,20,12,30
554,272,12,4,0,280,10,80,20,800,400,20,12,30
566,276,12,4,0,280,10,80,20,800,400,20,12,30
578,280,12,4,0,280,10,80,20,800,400,20,12,30
590,284,12,4,1,280,10,80,20,800,400,20,12,30
602,288,12,4,0,300,10,80,20,800,400,20,12,30
614,292,12,4,0,300,10,80,20,800,400,20,12,30
626,296,12,4,0,300,10,80,20,800,400,20,12,30
638,300,12,4,1,300,10,80,20,800,400,20,12,30
650,304,12,4,0,320,10,80,20,800,400,20,12,30
662,308,12,4,0,320,10,80,20,800,400,20,12,30
674,312,12,4,0,320,10,80,20,800,400,20,12,30
686,316,12,4,1,320,10,80,20,800,400,20,12,30
698,320,12,4,0,340,10,80,20,800,400,20,12,30
710,324,12,4,0,340,10,80,20,800,400,20,12,30
722,328,12,4,0,340,10,80,20,800,400,20,12,30
734,332,12,4,0,340,10,80,20,800,400,20,12,30
746,336,12,4,0,340,10,80,20,800,400,20,12,30
758,340,12,4,0,340,10,80,20,800,400,20,12,30
770,344,12,4,0,340,10,80,20,800,400,20,12,30
758,348,-12,4,0,340,10,80,20,800,400,20,12,30
746,352,-12,4,0,340,10,80,20,800,400,20,12,30
734,356,-12,4,0,340,10,80,20,800,400,20,12,30
722,360,-12,4,0,340,10,80,20,800,400,20,12,30
710,364,-12,4,0,340,10,80,20,800,400,20,12,30
698,368,-12,4,0,340,10,80,20,800,400,20,12,30
686,364,-12,-4,0,340,10,80,20,800,400,20,12,30
674,360,-12,-4,0,340,10,80,20,800,400,20,12,30
662,356,-12,-4,0,340,10,80,20,800,400,20,12,30
650,352,-12,-4,0,340,10,80,20,800,400,20,12,30
638,348,-12,-4,0,340,10,80,20,800,400,20,12,30
626,344,-12,-4,0,340,10,80,20,800,400,20,12,30
614,340,-12,-4,0,340,10,80,20,800,400,20,12,30
602,336,-12,-4,0,340,10,80,20,800,400,20,12,30
590,332,-12,-4,0,340,10,80,20,800,400,20,12,30
578,328,-12,-4,0,340,10,80,20,800,400,20,12,30
566,324,-12,-4,0,340,10,80,20,800,400,20,12,30
554,320,-12,-4,0,340,10,80,20,800,400,20,12,30
542,316,-12,-4,0,340,10,80,20,800,400,20,12,30
530,312,-12,-4,0,340,10,80,20,800,400,20,12,30
518,308,-12,-4,0,340,10,80,20,800,400,20,12,30
506,304,-12,-4,0,340,10,80,20,800,400,20,12,30
494,300,-12,-4,0,340,10,80,20,800,400,20,12,30
482,296,-12,-4,0,340,10,80,20,800,400,20,12,30
470,292,-12,-4,-1,340,10,80,20,800,400,20,12,30
458,288,-12,-4,0,320,10,80,20,800,400,20,12,30
446,284,-12,-4,0,320,10,80,20,800,400,20,12,30
434,280,-12,-4,0,320,10,80,20,800,400,20,12,30
422,276,-12,-4,-1,320,10,80,20,800,400,20,12,30
410,272,-12,-4,0,300,10,80,20,800,400,20,12,30
398,268,-12,-4,0,300,10,80,20,800,400,20,12,30
386,264,-12,-4,0,300,10,80,20,800,400,20,12,30
374,260,-12,-4,0,300,10,80,20,800,400,20,12,30
362,256,-12,-4,-1,300,10,80,20,800,400,20,12,30
350,252,-12,-4,0,280,10,80,20,800,400,20,12,30
338,248,-12,-4,0,280,10,80,20,800,400,20,12,30
326,244,-12,-4,0,280,10,80,20,800,400,20,12,30
314,240,-12,-4,-1,280,10,80,20,800,400,20,12,30
302,236,-12,-4,0,260,10,80,20,800,400,20,12,30
290,232,-12,-4,0,260,10,80,20,800,400,20,12,30
278,228,-12,-4,0,260,10,80,20,800,400,20,12,30
266,224,-12,-4,-1,260,10,80,20,800,400,20,12,30
254,220,-12,-4,0,240,10,80,20,800,400,20,12,30
242,216,-12,-4,0,240,10,80,20,800,400,20,12,30
230,212,-12,-4,0,240,10,80,20,800,400,20,12,30
218,208,-12,-4,-1,240,10,80,20,800,400,20,12,30
206,204,-12,-4,0,220,10,80,20,800,400,20,12,30
194,200,-12,-4,0,220,10,80,20,800,400,20,12,30
182,196,-12,-4,0,220,10,80,20,800,400,20,12,30
170,192,-12,-4,-1,220,10,80,20,800,400,20,12,30
158,188,-12,-4,0,200,10,80,20,800,400,20,12,30
146,184,-12,-4,0,200,10,80,20,800,400,20,12,30
134,180,-12,-4,0,200,10,80,20,800,400,20,12,30
122,176,-12,-4,-1,200,10,80,20,800,400,20,12,30
110,172,-12,-4,0,180,10,80,20,800,400,20,12,30
98,168,-12,-4,0,180,10,80,20,800,400,20,12,30
86,164,-12,-4,0,180,10,80,20,800,400,20,12,30
74,160,-12,-4,0,180,10,80,20,800,400,20,12,30
62,156,-12,-4,-1,180,10,80,20,800,400,20,12,30
50,152,-12,-4,0,160,10,80,20,800,400,20,12,30
38,148,-12,-4,0,160,10,80,20,800,400,20,12,30
50,144,12,-4,0,160,10,80,20,800,400,20,12,30
62,140,12,-4,0,160,10,80,20,800,400,20,12,30
74,136,12,-4,0,160,10,80,20,800,400,20,12,30
86,132,12,-4,0,160,10,80,20,800,400,20,12,30
98,128,12,-4,0,160,10,80,20,800,400,20,12,30
110,124,12,-4,0,160,10,80,20,800,400,20,12,30
122,120,12,-4,-1,160,10,80,20,800,400,20,12,30
134,116,12,-4,0,140,10,80,20,800,400,20,12,30
146,112,12,-4,0,140,10,80,20,800,400,20,12,30
158,108,12,-4,0,140,10,80,20,800,400,20,12,30
170,104,12,-4,0,140,10,80,20,800,400,20,12,30
182,100,12,-4,0,140,10,80,20,800,400,20,12,30
194,96,12,-4,0,140,10,80,20,800,400,20,12,30
206,92,12,-4,0,140,10,80,20,800,400,20,12,30
218,88,12,-4,0,140,10,80,20,800,400,20,12,30
230,84,12,-4,0,140,10,80,20,800,400,20,12,30
242,80,12,-4,0,140,10,80,20,800,400,20,12,30
254,76,12,-4,0,140,10,80,20,800,400,20,12,30
266,72,12,-4,0,140,10,80,20,800,400,20,12,30
278,68,12,-4,-1,140,10,80,20,800,400,20,12,30
290,64,12,-4,0,120,10,80,20,800,400,20,12,30
302,60,12,-4,0,120,10,80,20,800,400,20,12,30
314,56,12,-4,0,120,10,80,20,800,400,20,12,30
326,52,12,-4,0,120,10,80,20,800,400,20,12,30
338,48,12,-4,0,120,10,80,20,800,400,20,12,30
350,44,12,-4,0,120,10,80,20,800,400,20,12,30
362,40,12,-4,0,120,10,80,20,800,400,20,12,30
374,36,12,-4,0,120,10,80,20,800,400,20,12,30
386,32,12,-4,0,120,10,80,20,800,400,20,12,30
398,36,12,4,0,120,10,80,20,800,400,20,12,30
410,40,12,4,0,120,10,80,20,800,400,20,12,30
422,44,12,4,0,120,10,80,20,800,400,20,12,30
434,48,12,4,0,120,10,80,20,800,400,20,12,30
446,52,12,4,0,120,10,80,20,800,400,20,12,30
458,56,12,4,0,120,10,80,20,800,400,20,12,30
470,60,12,4,0,120,10,80,20,800,400,20,12,30
482,64,12,4,0,120,10,80,20,800,400,20,12,30
494,68,12,4,0,120,10,80,20,800,400,20,12,30
506,72,12,4,0,120,10,80,20,800,400,20,12,30
518,76,12,4,0,120,10,80,20,800,400,20,12,30
530,80,12,4,0,120,10,80,20,800,400,20,12,30
542,84,12,4,0,120,10,80,20,800,400,20,12,30
554,88,12,4,0,120,10,80,20,800,400,20,12,30
566,92,12,4,0,120,10,80,20,800,400,20,12,30
578,96,12,4,1,120,10,80,20,800,400,20,12,30
590,100,12,4,0,140,10,80,20,800,400,20,12,30
602,104,12,4,0,140,10,80,20,800,400,20,12,30
614,108,12,4,0,140,10,80,20,800,400,20,12,30
626,112,12,4,0,140,10,80,20,800,400,20,12,30
638,116,12,4,0,140,10,80,20,800,400,20,12,30
650,120,12,4,0,140,10,80,20,800,400,20,12,30
662,124,12,4,1,140,10,80,20,800,400,20,12,30
674,128,12,4,0,160,10,80,20,800,400,20,12,30
686,132,12,4,0,160,10,80,20,800,400,20,12,30
698,136,12,4,0,160,10,80,20,800,400,20,12,30
710,140,12,4,0,160,10,80,20,800,400,20,12,30
722,144,12,4,0,160,10,80,20,800,400,20,12,30
734,148,12,4,0,160,10,80,20,800,400,20,12,30
746,152,12,4,0,160,10,80,20,800,400,20,12,30
758,156,12,4,0,160,10,80,20,800,400,20,12,30
770,160,12,4,0,160,10,80,20,800,400,20,12,30
758,164,-12,4,0,160,10,80,20,800,400,20,12,30
746,168,-12,4,0,160,10,80,20,800,400,20,12,30
734,172,-12,4,1,160,10,80,20,800,400,20,12,30
722,176,-12,4,0,180,10,80,20,800,400,20,12,30
710,180,-12,4,0,180,10,80,20,800,400,20,12,30
698,184,-12,4,0,180,10,80,20,800,400,20,12,30
686,188,-12,4,0,180,10,80,20,800,400,20,12,30
674,192,-12,4,0,180,10,80,20,800,400,20,12,30
662,196,-12,4,0,180,10,80,20,800,400,20,12,30
650,200,-12,4,0,180,10,80,20,800,400,20,12,30
638,204,-12,4,0,180,10,80,20,800,400,20,12,30
626,208,-12,4,0,180,10,80,20,800,400,20,12,30
614,212,-12,4,0,180,10,80,20,800,400,20,12,30
602,216,-12,4,0,180,10,80,20,800,400,20,12,30
590,220,-12,4,0,180,10,80,20,800,400,20,12,30
578,224,-12,4,1,180,10,80,20,800,400,20,12,30
566,228,-12,4,0,200,10,80,20,800,400,20,12,30
554,232,-12,4,0,200,10,80,20,800,400,20,12,30
542,236,-12,4,0,200,10,80,20,800,400,20,12,30
530,240,-12,4,0,200,10,80,20,800,400,20,12,30
518,244,-12,4,1,200,10,80,20,800,400,20,12,30
506,248,-12,4,0,220,10,80,20,800,400,20,12,30
494,252,-12,4,0,220,10,80,20,800,400,20,12,30
482,256,-12,4,0,220,10,80,20,800,400,20,12,30
470,260,-12,4,0,220,10,80,20,800,400,20,12,30
458,264,-12,4,0,220,10,80,20,800,400,20,12,30
446,268,-12,4,0,220,10,80,20,800,400,20,12,30
434,272,-12,4,1,220,10,80,20,800,400,20,12,30
422,276,-12,4,0,240,10,80,20,800,400,20,12,30
410,280,-12,4,0,240,10,80,20,800,400,20,12,30
398,284,-12,4,0,240,10,80,20,800,400,20,12,30
386,288,-12,4,0,240,10,80,20,800,400,20,12,30
374,292,-12,4,0,240,10,80,20,800,400,20,12,30
362,296,-12,4,0,240,10,80,20,800,400,20,12,30
350,300,-12,4,0,240,10,80,20,800,400,20,12,30
338,304,-12,4,0,240,10,80,20,800,400,20,12,30
326,308,-12,4,0,240,10,80,20,800,400,20,12,30
314,312,-12,4,0,240,10,80,20,800,400,20,12,30
302,316,-12,4,0,240,10,80,20,800,400,20,12,30
290,320,-12,4,0,240,10,80,20,800,400,20,12,30
278,324,-12,4,0,240,10,80,20,800,400,20,12,30
266,328,-12,4,0,240,10,80,20,800,400,20,12,30
254,332,-12,4,0,240,10,80,20,800,400,20,12,30
242,336,-12,4,0,240,10,80,20,800,400,20,12,30
230,340,-12,4,0,240,10,80,20,800,400,20,12,30
218,344,-12,4,0,240,10,80,20,800,400,20,12,30
206,348,-12,4,0,240,10,80,20,800,400,20,12,30
194,352,-12,4,0,240,10,80,20,800,400,20,12,30
182,356,-12,4,0,240,10,80,20,800,400,20,12,30
170,360,-12,4,0,240,10,80,20,800,400,20,12,30
158,364,-12,4,0,240,10,80,20,800,400,20,12,30
146,368,-12,4,0,240,10,80,20,800,400,20,12,30
134,364,-12,-4,0,240,10,80,20,800,400,20,12,30
122,360,-12,-4,0,240,10,80,20,800,400,20,12,30
110,356,-12,-4,0,240,10,80,20,800,400,20,12,30
98,352,-12,-4,0,240,10,80,20,800,400,20,12,30
86,348,-12,-4,0,240,10,80,20,800,400,20,12,30
74,344,-12,-4,0,240,10,80,20,800,400,20,12,30
62,340,-12,-4,0,240,10,80,20,800,400,20,12,30
50,336,-12,-4,0,240,10,80,20,800,400,20,12,30
38,332,-12,-4,0,240,10,80,20,800,400,20,12,30
50,328,12,-4,0,240,10,80,20,800,400,20,12,30
62,324,12,-4,0,240,10,80,20,800,400,20,12,30
74,320,12,-4,0,240,10,80,20,800,400,20,12,30
86,316,12,-4,0,240,10,80,20,800,400,20,12,30
98,312,12,-4,0,240,10,80,20,800,400,20,12,30
110,308,12,-4,0,240,10,80,20,800,400,20,12,30
122,304,12,-4,0,240,10,80,20,800,400,20,12,30
134,300,12,-4,-1,240,10,80,20,800,400,20,12,30
146,296,12,-4,0,220,10,80,20,800,400,20,12,30
158,292,12,-4,0,220,10,80,20,800,400,20,12,30
170,288,12,-4,0,220,10,80,20,800,400,20,12,30
182,284,12,-4,0,220,10,80,20,800,400,20,12,30
194,280,12,-4,-1,220,10,80,20,800,400,20,12,30
206,276,12,-4,0,200,10,80,20,800,400,20,12,30
218,272,12,-4,0,200,10,80,20,800,400,20,12,30
230,268,12,-4,0,200,10,80,20,800,400,20,12,30
242,264,12,-4,0,200,10,80,20,800,400,20,12,30
254,260,12,-4,-1,200,10,80,20,800,400,20,12,30
266,256,12,-4,0,180,10,80,20,800,400,20,12,30
278,252,12,-4,0,180,10,80,20,800,400,20,12,30
290,248,12,-4,0,180,10,80,20,800,400,20,12,30
302,244,12,-4,0,180,10,80,20,800,400,20,12,30
314,240,12,-4,0,180,10,80,20,800,400,20,12,30
326,236,12,-4,-1,180,10,80,20,800,400,20,12,30
338,232,12,-4,0,160,10,80,20,800,400,20,12,30
350,228,12,-4,0,160,10,80,20,800,400,20,12,30
362,224,12,-4,0,160,10,80,20,800,400,20,12,30
374,220,12,-4,0,160,10,80,20,800,400,20,12,30
386,216,12,-4,0,160,10,80,20,800,400,20,12,30
398,212,12,-4,0,160,10,80,20,800,400,20,12,30
410,208,12,-4,0,160,10,80,20,800,400,20,12,30
422,204,12,-4,0,160,10,80,20,800,400,20,12,30
434,200,12,-4,-1,160,10,80,20,800,400,20,12,30
446,196,12,-4,0,140,10,80,20,800,400,20,12,30
458,192,12,-4,0,140,10,80,20,800,400,20,12,30
470,188,12,-4,0,140,10,80,20,800,400,20,12,30
482,184,12,-4,0,140,10,80,20,800,400,20,12,30
494,180,12,-4,0,140,10,80,20,800,400,20,12,30
506,176,12,-4,0,140,10,80,20,800,400,20,12,30
518,172,12,-4,0,140,10,80,20,800,400,20,12,30
530,168,12,-4,0,140,10,80,20,800,400,20,12,30
542,164,12,-4,0,140,10,80,20,800,400,20,12,30
554,160,12,-4,-1,140,10,80,20,800,400,20,12,30
566,156,12,-4,0,120,10,80,20,800,400,20,12,30
578,152,12,-4,0,120,10,80,20,800,400,20,12,30
590,148,12,-4,0,120,10,80,20,800,400,20,12,30
602,144,12,-4,0,120,10,80,20,800,400,20,12,30
614,140,12,-4,0,120,10,80,20,800,400,20,12,30
626,136,12,-4,0,120,10,80,20,800,400,20,12,30
638,132,12,-4,-1,120,10,80,20,800,400,20,12,30
650,128,12,-4,0,100,10,80,20,800,400,20,12,30
662,124,12,-4,0,100,10,80,20,800,400,20,12,30
674,120,12,-4,0,100,10,80,20,800,400,20,12,30
686,116,12,-4,0,100,10,80,20,800,400,20,12,30
698,112,12,-4,0,100,10,80,20,800,400,20,12,30
710,108,12,-4,0,100,10,80,20,800,400,20,12,30
722,104,12,-4,0,100,10,80,20,800,400,20,12,30
734,100,12,-4,-1,100,10,80,20,800,400,20,12,30
746,96,12,-4,0,80,10,80,20,800,400,20,12,30
758,92,12,-4,0,80,10,80,20,800,400,20,12,30
770,88,12,-4,0,80,10,80,20,800,400,20,12,30
758,84,-12,-4,0,80,10,80,20,800,400,20,12,30
746,80,-12,-4,0,80,10,80,20,800,400,20,12,30
734,76,-12,-4,0,80,10,80,20,800,400,20,12,30
722,72,-12,-4,0,80,10,80,20,800,400,20,12,30
710,68,-12,-4,0,80,10,80,20,800,400,20,12,30
698,64,-12,-4,0,80,10,80,20,800,400,20,12,30
686,60,-12,-4,0,80,10,80,20,800,400,20,12,30
674,56,-12,-4,0,80,10,80,20,800,400,20,12,30
662,52,-12,-4,0,80,10,80,20,800,400,20,12,30
650,48,-12,-4,0,80,10,80,20,800,400,20,12,30
638,44,-12,-4,0,80,10,80,20,800,400,20,12,30
626,40,-12,-4,0,80,10,80,20,800,400,20,12,30
614,36,-12,-4,0,80,10,80,20,800,400,20,12,30
602,32,-12,-4,0,80,10,80,20,800,400,20,12,30
590,36,-12,4,0,80,10,80,20,800,400,20,12,30
578,40,-12,4,0,80,10,80,20,800,400,20,12,30
566,44,-12,4,0,80,10,80,20,800,400,20,12,30
554,48,-12,4,0,80,10,80,20,800,400,20,12,30
542,52,-12,4,0,80,10,80,20,800,400,20,12,30
530,56,-12,4,0,80,10,80,20,800,400,20,12,30
518,60,-12,4,0,80,10,80,20,800,400,20,12,30
506,64,-12,4,0,80,10,80,20,800,400,20,12,30
494,68,-12,4,0,80,10,80,20,800,400,20,12,30
482,72,-12,4,0,80,10,80,20,800,400,20,12,30
470,76,-12,4,0,80,10,80,20,800,400,20,12,30
458,80,-12,4,0,80,10,80,20,800,400,20,12,30
446,84,-12,4,0,80,10,80,20,800,400,20,12,30
434,88,-12,4,0,80,10,80,20,800,400,20,12,30
422,92,-12,4,0,80,10,80,20,800,400,20,12,30
410,96,-12,4,0,80,10,80,20,800,400,20,12,30
398,100,-12,4,0,80,10,80,20,800,400,20,12,30
386,104,-12,4,0,80,10,80,20,800,400,20,12,30
374,108,-12,4,0,80,10,80,20,800,400,20,12,30
362,112,-12,4,0,80,10,80,20,800,400,20,12,30
350,116,-12,4,0,80,10,80,20,800,400,20,12,30
338,120,-12,4,0,80,10,80,20,800,400,20,12,30
326,124,-12,4,0,80,10,80,20,800,400,20,12,30
314,128,-12,4,0,80,10,80,20,800,400,20,12,30
302,132,-12,4,0,80,10,80,20,800,400,20,12,30
290,136,-12,4,0,80,10,80,20,800,400,20,12,30
278,140,-12,4,0,80,10,80,20,800,400,20,12,30
266,144,-12,4,0,80,10,80,20,800,400,20,12,30
254,148,-12,4,0,80,10,80,20,800,400,20,12,30
242,152,-12,4,0,80,10,80,20,800,400,20,12,30
230,156,-12,4,0,80,10,80,20,800,400,20,12,30
218,160,-12,4,0,80,10,80,20,800,400,20,12,30
206,164,-12,4,0,80,10,80,20,800,400,20,12,30
194,168,-12,4,0,80,10,80,20,800,400,20,12,30
182,172,-12,4,0,80,10,80,20,800,400,20,12,30
170,176,-12,4,0,80,10,80,20,800,400,20,12,30
158,180,-12,4,0,80,10,80,20,800,400,20,12,30
146,184,-12,4,0,80,10,80,20,800,400,20,12,30
134,188,-12,4,0,80,10,80,20,800,400,20,12,30
122,192,-12,4,0,80,10,80,20,800,400,20,12,30
110,196,-12,4,0,80,10,80,20,800,400,20,12,30
98,200,-12,4,0,80,10,80,20,800,400,20,12,30
